pregen_id,background,character_name,slot_group,slot_index,display_name,original_text,category,catalogue_item,match_method,tier,traits,skill,damage,range,damage_negation,weight,part_replaced,strain,credit_cost,notes
corporate_security,Corporate Security,Adrian Holt,narrative_items,2,Department radio that stopped responding,Department radio that stopped responding,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
corporate_security,Corporate Security,Adrian Holt,narrative_items,3,Handcuffs,Handcuffs,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
corporate_security,Corporate Security,Adrian Holt,narrative_items,4,Bulletproof flask,Bulletproof flask,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
cyber_junkie,Cyber-Junkie,Nika Voss,weapons,1,Electro Knife,Compact electro-knife,weapon,Electro Knife,manual,Background Gear,"Blades, Shocking",Blades,1D4,Melee,,,,,400,
cyber_junkie,Cyber-Junkie,Nika Voss,weapons,2,Smart Pistol,Smart pistol with a safety override,weapon,Smart Pistol,manual,Background Gear,"Small Arms, Smart-Tracking",Small Arms,1D4,30 Feet,,,,,1150,
cyber_junkie,Cyber-Junkie,Nika Voss,cyberware,1,Custom Cyberdeck,Custom cyberdeck,cyberware,Custom Cyberdeck,manual,Background Cyberware,"Cyberware, Hacking Enabled",,,,,,N/A,,1500,
cyber_junkie,Cyber-Junkie,Nika Voss,narrative_items,1,LED-coated jacket that cycles through old hacker slogans,LED-coated jacket that cycles through old hacker slogans,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
cyber_junkie,Cyber-Junkie,Nika Voss,narrative_items,2,Programming socks,Programming socks,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
cyber_junkie,Cyber-Junkie,Nika Voss,narrative_items,3,Illegal firmware mod,Illegal firmware mod,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
cyber_junkie,Cyber-Junkie,Nika Voss,narrative_items,4,Bottle of anti-seizure meds,Bottle of anti-seizure meds,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
desert_courier,Desert Courier,Salim Reyes,weapons,1,Compact SMG,Compact submachine gun,weapon,Compact SMG,manual,Background Gear,"Small Arms, Inaccurate",Small Arms,3D4,30 Feet,,,,,900,
desert_courier,Desert Courier,Salim Reyes,weapons,2,Collapsible Baton,Collapsible baton,weapon,Collapsible Baton,manual,Background Gear,"Melee, Concealable",Melee Combat,1D4,Melee,,,,,200,
desert_courier,Desert Courier,Salim Reyes,armour,1,Riding Suit,High-speed riding suit,armour,Riding Suit,manual,Background Gear,Light,,,,1,Light,,,350,
desert_courier,Desert Courier,Salim Reyes,cyberware,1,Aftermarket Augs,Aftermarket Augs,cyberware,Aftermarket Augs,manual,Background Cyberware,Cyberware,,,,,,Eyes,1,900,
desert_courier,Desert Courier,Salim Reyes,narrative_items,1,Reinforced gloves,Reinforced gloves,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
desert_courier,Desert Courier,Salim Reyes,narrative_items,2,Hacked GPS,Hacked GPS,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
desert_courier,Desert Courier,Salim Reyes,narrative_items,3,Fake delivery credentials,Fake delivery credentials,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
desert_courier,Desert Courier,Salim Reyes,narrative_items,4,Undelivered package,Undelivered package,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
ex_military,Ex-Military,Dana Kaur,weapons,1,Heavily Modified Assault Rifle,Heavily modified assault rifle,weapon,Heavily Modified Assault Rifle,manual,Background Gear,Big Guns,Big Guns,1D8+1,40 Feet,,,,,2500,
ex_military,Ex-Military,Dana Kaur,weapons,2,Combat Knife,Knife with someone’s name scratched into the blade,weapon,Combat Knife,manual,Background Gear,Blades,Blades,1D4,Melee,,,,,200,
ex_military,Ex-Military,Dana Kaur,armour,1,Dated Armoured Jacket,Dated armoured jacket stiff from dried blood,armour,Dated Armoured Jacket,manual,Background Gear,Medium,,,,2,Medium,,,500,
ex_military,Ex-Military,Dana Kaur,cyberware,1,Dated Mil-grade Augs,Dated Mil-grade Augs,cyberware,Dated Mil-grade Augs,manual,Background Cyberware,"Cyberware, HUD Time/Map Overlay",,,,,,Eyes,1,4100,
ex_military,Ex-Military,Dana Kaur,cyberware,2,Armoured Prosthetic Limb,Armoured prosthetic limb,cyberware,Armoured Prosthetic Limb,manual,Background Cyberware,"Cyberware, Damage Negation +1",,,,,,Arm,3,4500,
ex_military,Ex-Military,Dana Kaur,misc,1,Military Comm Link,Stolen military commlink,misc,Military Comm Link,manual,Tech Items,,,,,,,,,350,
ex_military,Ex-Military,Dana Kaur,narrative_items,1,Old combat fatigues,Old combat fatigues,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
ex_military,Ex-Military,Dana Kaur,narrative_items,2,Expired rations,Expired rations,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
ex_military,Ex-Military,Dana Kaur,narrative_items,3,Crumpled photograph of old unit,Crumpled photograph of old unit,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
gambler_on_the_run,Gambler on the Run,Milo Rask,weapons,1,Rusty Sawed Off Shotgun,Sawed-off shotgun,weapon,Rusty Sawed Off Shotgun,manual,Background Gear,"Big Guns, Knockback",Big Guns,1D8-2,20 Feet,,,,,750,
gambler_on_the_run,Gambler on the Run,Milo Rask,weapons,2,Rusted Trench Knife,Rusted trench knife,weapon,Rusted Trench Knife,manual,Background Gear,Blades,Blades,1D6,Melee,,,,,200,
gambler_on_the_run,Gambler on the Run,Milo Rask,cyberware,1,Jailbroken Augs,Jailbroken Augs,cyberware,Jailbroken Augs,manual,Background Cyberware,Cyberware,,,,,,Eyes,1,1150,
gambler_on_the_run,Gambler on the Run,Milo Rask,misc,1,ID Chip Lanyard,Fake identity chip,misc,ID Chip Lanyard,manual,Tech Items,,,,,,,,,25,
gambler_on_the_run,Gambler on the Run,Milo Rask,narrative_items,1,Long jacket with gang patches hastily removed,Long jacket with gang patches hastily removed,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
gambler_on_the_run,Gambler on the Run,Milo Rask,narrative_items,2,Cargo pants,Cargo pants,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
gambler_on_the_run,Gambler on the Run,Milo Rask,narrative_items,3,Very snazzy hat,Very snazzy hat,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
gambler_on_the_run,Gambler on the Run,Milo Rask,narrative_items,4,Hidden gang tattoo,Hidden gang tattoo,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
gambler_on_the_run,Gambler on the Run,Milo Rask,narrative_items,5,Lucky coin stolen from the wrong person,Lucky coin stolen from the wrong person,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
grease_monkey,Grease Monkey,Rosa Tan,weapons,1,Power Wrench,Power wrench,weapon,Power Wrench,manual,Background Gear,Melee,Melee Combat,1D6,Melee,,,,,250,
grease_monkey,Grease Monkey,Rosa Tan,weapons,2,Old Revolver,Old revolver,weapon,Old Revolver,manual,Background Gear,"Small Arms, Loud",Small Arms,1D6,30 Feet,,,,,400,
grease_monkey,Grease Monkey,Rosa Tan,cyberware,1,Mech-con Augs,Mech-con Augs,cyberware,Mech-con Augs,manual,Background Cyberware,"Cyberware, Hacking Enabled",,,,,,Brain-Eyes,2,1750,
grease_monkey,Grease Monkey,Rosa Tan,narrative_items,1,Grease-stained coveralls,Grease-stained coveralls,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
grease_monkey,Grease Monkey,Rosa Tan,narrative_items,2,Heavy-duty work boots,Heavy-duty work boots,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
grease_monkey,Grease Monkey,Rosa Tan,narrative_items,3,Toolbox full of borrowed corporate tech,Toolbox full of borrowed corporate tech,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
grease_monkey,Grease Monkey,Rosa Tan,narrative_items,4,Love letter from someone you ghosted,Love letter from someone you ghosted,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
gutter_rat_orphan,Gutter Rat Orphan,Jax Morrow,weapons,1,Rusty Switch Blade,Rusted switchblade,weapon,Rusty Switch Blade,manual,Background Gear,"Blades, Concealable",Blades,1D4,Melee,,,,,150,
gutter_rat_orphan,Gutter Rat Orphan,Jax Morrow,weapons,2,Ancient Semi-auto Pistol,Ancient semi-auto pistol,weapon,Ancient Semi-auto Pistol,manual,Background Gear,Small Arms,Small Arms,1D4,30 Feet,,,,,450,
gutter_rat_orphan,Gutter Rat Orphan,Jax Morrow,cyberware,1,Black Market lockpicks,Lockpicks,cyberware,Black Market lockpicks,manual,Background Cyberware,"Cyberware, Hacking Enabled, Sabotage +1",,,,,,Fingers,2,3750,
gutter_rat_orphan,Gutter Rat Orphan,Jax Morrow,cyberware,2,Aftermarket Augs,Aftermarket Augs,cyberware,Aftermarket Augs,manual,Background Cyberware,Cyberware,,,,,,Eyes,1,900,
gutter_rat_orphan,Gutter Rat Orphan,Jax Morrow,narrative_items,1,Mismatched urban wear,Mismatched urban wear,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
gutter_rat_orphan,Gutter Rat Orphan,Jax Morrow,narrative_items,2,Ratty hoodie with corporate logos from five years ago,Ratty hoodie with corporate logos from five years ago,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
gutter_rat_orphan,Gutter Rat Orphan,Jax Morrow,narrative_items,3,Burner phone at 20% battery,Burner phone at 20% battery,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
gutter_rat_orphan,Gutter Rat Orphan,Jax Morrow,narrative_items,4,Metro card with enough credits for one last ride,Metro card with enough credits for one last ride,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
mesh_hacker,Mesh Hacker,Ilya Novak,weapons,1,Electro-dart Launcher,Electro-dart launcher,weapon,Electro-dart Launcher,manual,Background Gear,"Big Guns, Injection Round",Big Guns,1D6 EMP,30 Feet,,,,,650,
mesh_hacker,Mesh Hacker,Ilya Novak,cyberware,1,Jailbroken Augs,Jailbroken Augs,cyberware,Jailbroken Augs,manual,Background Cyberware,Cyberware,,,,,,Eyes,1,1150,
mesh_hacker,Mesh Hacker,Ilya Novak,cyberware,2,Custom Cyberdeck,Custom Cyberdeck,cyberware,Custom Cyberdeck,manual,Background Cyberware,"Cyberware, Hacking Enabled",,,,,,N/A,,1500,
mesh_hacker,Mesh Hacker,Ilya Novak,consumables,1,Homemade Flashbang,Homemade flashbang,consumable,Homemade Flashbang,manual,Throwables,Thrown: 30 Feet. Blind in 10 Feet radius. DC 10 Evasion Save. Demolitions,,,,,,,,750,
mesh_hacker,Mesh Hacker,Ilya Novak,misc,1,Illegal AR Projector,Illegal AR projector,misc,Illegal AR Projector,manual,Tech Items,,,,,,,,,450,
mesh_hacker,Mesh Hacker,Ilya Novak,narrative_items,1,Haptic-coated bodysuit,Haptic-coated bodysuit,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
pilot,Pilot,Talia Cruz,weapons,1,Compact Holdout Pistol,Compact holdout pistol,weapon,Compact Holdout Pistol,manual,Background Gear,"Small Arms, Concealable",Small Arms,1D4,30 Feet,,,,,650,
pilot,Pilot,Talia Cruz,armour,1,Haptic Bodysuit,Skintight haptic feedback suit,armour,Haptic Bodysuit,manual,Background Gear,Light,,,,1,Light,,,600,
pilot,Pilot,Talia Cruz,cyberware,1,Full-connect hovercraft Augs,Full-connect hovercraft Augs,cyberware,Full-connect hovercraft Augs,manual,Background Cyberware,"Cyberware, Piloting +1 (Hover vehicles only)",,,,,,"Brain, Eyes",2,3750,
pilot,Pilot,Talia Cruz,narrative_items,1,Piloting speedware,Piloting speedware,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
pilot,Pilot,Talia Cruz,narrative_items,2,Cool aviator shades,Cool aviator shades,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
piss_poor_artist,Piss-Poor Artist,Emi Laurent,weapons,1,Switchblade,Switchblade found on the streets,weapon,Switchblade,manual,Background Gear,"Blades, Concealable",Blades,1D4,Melee,,,,,250,
piss_poor_artist,Piss-Poor Artist,Emi Laurent,cyberware,1,Jailbroken Augs,Jailbroken Augs,cyberware,Jailbroken Augs,manual,Background Cyberware,Cyberware,,,,,,Eyes,1,1150,
piss_poor_artist,Piss-Poor Artist,Emi Laurent,narrative_items,1,Baggy jeans,Baggy jeans,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
piss_poor_artist,Piss-Poor Artist,Emi Laurent,narrative_items,2,Loose sweater covered in paint stains,Loose sweater covered in paint stains,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
piss_poor_artist,Piss-Poor Artist,Emi Laurent,narrative_items,3,Nine pirated Abode products,Nine pirated Abode products,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
religious_fanatic,Religious Fanatic,Jonah Mirek,weapons,1,Dagger,Blessed dagger,weapon,Dagger,manual,Background Gear,"Blades, Concealable",Blades,1D4,Melee,,,,,250,
religious_fanatic,Religious Fanatic,Jonah Mirek,weapons,2,Shock Stick,Shock-stick,weapon,Shock Stick,manual,Background Gear,"Melee, Shocking",Melee Combat,1D4 EMP,Melee,,,,,300,
religious_fanatic,Religious Fanatic,Jonah Mirek,misc,1,Holy Relic,Holy relic: reprogrammed AI core,misc,Holy Relic,manual,Everyday Use Items,,,,,,,,,110,
religious_fanatic,Religious Fanatic,Jonah Mirek,narrative_items,1,Hand-sewn priestly robes,Hand-sewn priestly robes,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
religious_fanatic,Religious Fanatic,Jonah Mirek,narrative_items,2,Corporate combat boots,Corporate combat boots,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
religious_fanatic,Religious Fanatic,Jonah Mirek,narrative_items,3,"Flask of sacred oil, probably combat drugs","Flask of sacred oil, probably combat drugs",narrative_item,,narrative_only,,,,,,,,,,,No direct stat block; keep as descriptive inventory.
rogue_surgeon,Rogue Surgeon,Dr. Mira Sayegh,weapons,1,Bone Saw,Bone saw,weapon,Bone Saw,manual,Background Gear,"Blades, Jagged (Bleed on Crit)",Blades,1D6,Melee,,,,,300,
rogue_surgeon,Rogue Surgeon,Dr. Mira Sayegh,weapons,2,Syringe Gun,Syringe gun filled with mystery anesthetic,weapon,Syringe Gun,manual,Background Gear,"Small Arms, Injection Round",Small Arms,1D4,30 Feet,,,,,650,
rogue_surgeon,Rogue Surgeon,Dr. Mira Sayegh,misc,1,EMT-grade Medkit,Mobile surgery kit,misc,EMT-grade Medkit,manual,First-Aid Items,"First Aid, First Aid Bonus: 1D4",,,,,,,,10250,
rogue_surgeon,Rogue Surgeon,Dr. Mira Sayegh,narrative_items,1,Bloodstained surgical scrubs,Bloodstained surgical scrubs,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
rogue_surgeon,Rogue Surgeon,Dr. Mira Sayegh,narrative_items,2,Reinforced apron,Reinforced apron,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
rogue_surgeon,Rogue Surgeon,Dr. Mira Sayegh,narrative_items,3,Box of untested cybernetic augments,Box of untested cybernetic augments,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
rogue_surgeon,Rogue Surgeon,Dr. Mira Sayegh,narrative_items,4,Flask of medicinal whiskey,Flask of medicinal whiskey,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
samurai_otaku,Samurai Otaku,Kenji Park,weapons,1,Officially Branded Katana,Officially branded katana,weapon,Officially Branded Katana,manual,Background Gear,Blades,Blades,2D4,Melee,,,,,350,
samurai_otaku,Samurai Otaku,Kenji Park,cyberware,1,Corp-grade Augs,Corp-grade Augs,cyberware,Corp-grade Augs,manual,Background Cyberware,"Cyberware, Thermal Vision, HUD Time/Map Overlay",,,,,,Eyes,1,4250,
samurai_otaku,Samurai Otaku,Kenji Park,misc,1,Selfie Stick,Body pillow of your favourite Samurai,misc,Selfie Stick,manual,Tech Items,,,,,,,,,30,
samurai_otaku,Samurai Otaku,Kenji Park,narrative_items,1,Jacket with your favourite Samurai on the back,Jacket with your favourite Samurai on the back,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
samurai_otaku,Samurai Otaku,Kenji Park,narrative_items,2,Ratty band shirt,Ratty band shirt,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
samurai_otaku,Samurai Otaku,Kenji Park,narrative_items,3,Music sticks,Music sticks,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
scavenger,Scavenger,Petra Vance,weapons,1,Old Revolver,Old revolver,weapon,Old Revolver,manual,Background Gear,"Small Arms, Loud",Small Arms,1D6,30 Feet,,,,,400,
scavenger,Scavenger,Petra Vance,weapons,2,Bent Baseball Bat,Bent baseball bat,weapon,Bent Baseball Bat,manual,Background Gear,Melee,Melee Combat,1D6,Melee,,,,,200,
scavenger,Scavenger,Petra Vance,cyberware,1,Aftermarket Augs,Old Aftermarket Augs,cyberware,Aftermarket Augs,manual,Background Cyberware,Cyberware,,,,,,Eyes,1,900,
scavenger,Scavenger,Petra Vance,narrative_items,1,One high-end designer sneaker,One high-end designer sneaker,narrative_item,,narrative_only,,,,,,,,,,,No direct stat block; keep as descriptive inventory.
scavenger,Scavenger,Petra Vance,narrative_items,2,One sandal,One sandal,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
scavenger,Scavenger,Petra Vance,narrative_items,3,Dirty old cargo pants,Dirty old cargo pants,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
scavenger,Scavenger,Petra Vance,narrative_items,4,Homemade cloak,Homemade cloak,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
scavenger,Scavenger,Petra Vance,narrative_items,5,Out-of-tune Geiger counter,Out-of-tune Geiger counter,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
scavenger,Scavenger,Petra Vance,narrative_items,6,Duffle bag,Duffle bag,narrative_item,,narrative_only,,,,,,,,,,,No direct stat block; keep as descriptive inventory.
student_dropout,Student Dropout,Noor Bellamy,weapons,1,Compact Holdout Pistol,Compact holdout pistol,weapon,Compact Holdout Pistol,manual,Background Gear,"Small Arms, Concealable",Small Arms,1D4,30 Feet,,,,,650,
student_dropout,Student Dropout,Noor Bellamy,weapons,2,Retractable Stun Baton,Retractable stun baton,weapon,Retractable Stun Baton,manual,Background Gear,"Melee, Stunning",Melee Combat,1D4 EMP,Melee,,,,,300,
student_dropout,Student Dropout,Noor Bellamy,cyberware,1,School-grade Brain-Interface Aug,School-grade Brain-Interface Aug,cyberware,School-grade Brain-Interface Aug,manual,Background Cyberware,Cyberware,,,,,,Eyes,1,12000,
student_dropout,Student Dropout,Noor Bellamy,narrative_items,1,Tailored corporate slacks,Tailored corporate slacks,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
student_dropout,Student Dropout,Noor Bellamy,narrative_items,2,Cyber-optimal shades,Cyber-optimal shades,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
student_dropout,Student Dropout,Noor Bellamy,narrative_items,3,School polo you forgot to return,School polo you forgot to return,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
student_dropout,Student Dropout,Noor Bellamy,narrative_items,4,Personal encrypted datapad,Personal encrypted datapad,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
student_dropout,Student Dropout,Noor Bellamy,narrative_items,5,Corporate passkey for older doors,Corporate passkey for older doors,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
student_dropout,Student Dropout,Noor Bellamy,narrative_items,6,Half-full bottle of overpriced synth-scotch,Half-full bottle of overpriced synth-scotch,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
test_subject,Test Subject,Elise Ward,weapons,1,Serrated Scalpel,Serrated scalpel,weapon,Serrated Scalpel,manual,Background Gear,"Blades, Jagged (Bleed on Crit)",Blades,1D4,Melee,,,,,250,
test_subject,Test Subject,Elise Ward,consumables,1,DustMask+,Disposable mask,consumable,DustMask+,manual,Defence Items,,,,,,,,,60,
test_subject,Test Subject,Elise Ward,narrative_items,1,Sterile hospital scrubs,Sterile hospital scrubs,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
test_subject,Test Subject,Elise Ward,narrative_items,2,Scavenged jacket,Scavenged jacket,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
test_subject,Test Subject,Elise Ward,narrative_items,3,Corporate barcode tattoo,Corporate barcode tattoo,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
test_subject,Test Subject,Elise Ward,narrative_items,4,Vial of mystery serum,Vial of mystery serum,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
underground_fighter,Underground Fighter,Tomasz Iversen,weapons,1,Titanium Plated Knuckledusters,Titanium-plated knuckledusters,weapon,Titanium Plated Knuckledusters,manual,Background Gear,"Melee, Concealable",Melee Combat,1D4,Melee,,,,,250,
underground_fighter,Underground Fighter,Tomasz Iversen,weapons,2,Combat Knife,Combat knife,weapon,Combat Knife,manual,Background Gear,Blades,Blades,1D4,Melee,,,,,200,
underground_fighter,Underground Fighter,Tomasz Iversen,cyberware,1,Augmented Scanner,Augmented scanner,cyberware,Augmented Scanner,manual,Background Cyberware,"Cyberware, Sensor",,,,,,Eyes,1,1750,
underground_fighter,Underground Fighter,Tomasz Iversen,cyberware,2,Adrenaline Stim,Adrenaline Stim,cyberware,Adrenaline Stim,manual,Background Cyberware,"Cyberware, once per Combat, gain 10 Feet of Movement as a Free Action",,,,,,Torso,1,2000,
underground_fighter,Underground Fighter,Tomasz Iversen,narrative_items,1,Bloodstained tank top,Bloodstained tank top,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
underground_fighter,Underground Fighter,Tomasz Iversen,narrative_items,2,Fingerless gloves,Fingerless gloves,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
underground_fighter,Underground Fighter,Tomasz Iversen,narrative_items,3,Betting slips from old fights,Betting slips from old fights,narrative_item,,unmatched,,,,,,,,,,,No good Civilian Gear equivalent found; keep as descriptive inventory.
